"Region, subregion, country or area *",1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ASIA,1404061.590 ,1434534.785 ,1463159.816 ,1490835.714 ,1518303.010 ,1546143.227 ,1574772.653 ,1604448.795 ,1635288.434 ,1667297.629 ,1700462.752 ,1734847.065 ,1770675.629 ,1808371.265 ,1848452.049 ,1891228.735 ,1936862.071 ,1985086.190 ,2035238.284 ,2086393.344 ,2137828.395 ,2189385.932 ,2241096.853 ,2292666.357 ,2343802.562 ,2394338.004 ,2444094.013 ,2493191.935 ,2542157.731 ,2591734.858 ,2642488.969 ,2694423.536 ,2747435.334 ,2801830.903 ,2857956.354 ,2915953.444 ,2976023.194 ,3037815.600 ,3100227.169 ,3161768.286 ,3221341.719 ,3278551.343 ,3333604.095 ,3386759.856 ,3438526.430 ,3489306.253 ,3539101.069 ,3587833.521 ,3635758.510 ,3683189.786 ,3730370.625 ,3777425.069 ,3824369.526 ,3871201.740 ,3917871.151 ,3964342.662 ,4010602.667 ,4056684.697 ,4102643.673 ,4148549.798 ,4194425.212 ,4240280.976 ,4286014.731 ,4331391.205 ,4376099.655 ,4419897.601 ,4457037.742 ,4491462.809 ,4523454.635 ,4553234.661 ,4580964.421 ,4606742.100 ,4630605.954 ,4652543.232 ,4672505.816 ,4690456.729 ,4706419.421 ,4720521.240 ,4733011.913 ,4744211.024 ,4754353.291 ,4763544.209 ,4771749.619 ,4778887.084 ,4784807.515 ,4789396.499 ,4792641.901 ,4794572.067 ,4795155.812 ,4794360.230 ,4792155.896 ,4788530.355 ,4783467.260 ,4776932.118 ,4768885.938 ,4759303.508 ,4748182.459 ,4735537.210 ,4721384.051 ,4705748.469 ,4688660.345 ,4670144.424 ,4650235.653 ,4628992.175 ,4606483.288 ,4582774.863 ,4557910.223 ,4531935.575 ,4504923.866 ,4476955.690 ,4448101.366 ,4418411.176 ,4387922.556 ,4356676.247 ,4324708.007 ,4292051.077 ,4258742.728 ,4224813.672 ,4190280.736 ,4155154.001 ,4119446.461 ,4083186.395 ,4046401.073 ,4009101.205 ,3971293.126 ,3932990.520 ,3894217.869 ,3855010.540 ,3815407.668 ,3775454.107 ,3735193.399 ,3694657.679 ,3653882.168 ,3612918.139 ,3571821.723 ,3530642.875 ,3489418.929 ,3448178.927 ,3406953.942 ,3365771.833 ,3324659.155 ,3283642.136 ,3242745.864 ,3201994.247 ,3161409.212 ,3121010.167 ,3080813.761 ,3040833.916 ,3001081.595 ,2961565.046 ,2922289.498 
Eastern Asia,677556.256 ,694585.005 ,708899.633 ,721429.146 ,732938.323 ,744027.825 ,755127.475 ,766502.920 ,778274.584 ,790449.206 ,803015.053 ,816043.099 ,829775.792 ,844665.060 ,861264.571 ,879913.075 ,900779.694 ,923600.377 ,947724.716 ,972238.934 ,996425.101 ,1020121.685 ,1043348.061 ,1065794.321 ,1087148.394 ,1107219.338 ,1125857.270 ,1143166.967 ,1159554.339 ,1175604.605 ,1191787.808 ,1208088.212 ,1224493.141 ,1241464.590 ,1259564.344 ,1279116.411 ,1300377.749 ,1323039.738 ,1346150.890 ,1368393.157 ,1388798.183 ,1407055.358 ,1423378.163 ,1437972.833 ,1451246.568 ,1463528.718 ,1474822.445 ,1485085.081 ,1494568.181 ,1503584.325 ,1512377.595 ,1521071.205 ,1529686.044 ,1538233.613 ,1546681.947 ,1555011.573 ,1563236.216 ,1571398.378 ,1579531.194 ,1587670.908 ,1595828.675 ,1604014.400 ,1612178.334 ,1620194.727 ,1627896.076 ,1635150.365 ,1640028.284 ,1643798.297 ,1646561.977 ,1648405.166 ,1649398.069 ,1649594.363 ,1649032.050 ,1647735.578 ,1645719.477 ,1642999.047 ,1639602.019 ,1635578.588 ,1631005.715 ,1625974.906 ,1620556.165 ,1614789.963 ,1608680.754 ,1602216.091 ,1595364.807 ,1588104.882 ,1580441.057 ,1572389.353 ,1563950.287 ,1555123.973 ,1545910.262 ,1536313.152 ,1526333.013 ,1515961.856 ,1505188.675 ,1494007.382 ,1482423.820 ,1470448.153 ,1458085.444 ,1445342.127 ,1432228.714 ,1418758.554 ,1404952.136 ,1390837.892 ,1376449.769 ,1361820.609 ,1346972.285 ,1331929.601 ,1316732.394 ,1301425.162 ,1286046.703 ,1270620.972 ,1255166.899 ,1239710.697 ,1224277.634 ,1208888.265 ,1193560.488 ,1178303.472 ,1163116.261 ,1147991.417 ,1132923.844 ,1117920.477 ,1102988.241 ,1088121.406 ,1073311.039 ,1058552.503 ,1043848.093 ,1029206.374 ,1014637.246 ,1000153.501 ,985767.189 ,971484.013 ,957311.458 ,943265.721 ,929365.742 ,915626.852 ,902055.077 ,888653.321 ,875429.261 ,862389.846 ,849538.815 ,836875.694 ,824396.118 ,812092.544 ,799955.255 ,787972.992 ,776133.431 ,764423.111 ,752827.735 ,741331.938 ,729919.307 
China,554419.275 ,569611.075 ,582029.301 ,592567.861 ,601971.218 ,610834.396 ,619597.547 ,628551.405 ,637853.609 ,647555.963 ,657686.143 ,668334.897 ,679732.315 ,692280.490 ,706460.953 ,722562.183 ,740745.642 ,760771.063 ,782008.729 ,803577.221 ,824788.457 ,845481.578 ,865686.530 ,885145.933 ,903613.538 ,920945.083 ,937018.252 ,951927.444 ,966039.822 ,979880.619 ,993877.310 ,1008000.152 ,1022253.396 ,1037123.834 ,1053210.735 ,1070863.389 ,1090348.056 ,1111341.725 ,1132866.344 ,1153565.894 ,1172445.200 ,1189183.522 ,1204003.901 ,1217129.133 ,1228991.932 ,1239940.004 ,1249981.441 ,1259066.974 ,1267441.503 ,1275406.699 ,1283198.970 ,1290937.649 ,1298646.577 ,1306343.911 ,1314007.478 ,1321623.490 ,1329209.094 ,1336800.506 ,1344415.227 ,1352068.091 ,1359755.102 ,1367480.264 ,1375198.619 ,1382793.212 ,1390110.388 ,1397028.553 ,1401867.504 ,1405719.904 ,1408675.335 ,1410809.335 ,1412183.417 ,1412844.415 ,1412825.103 ,1412146.205 ,1410819.607 ,1408858.154 ,1406286.062 ,1403148.056 ,1399513.269 ,1395464.178 ,1391063.971 ,1386348.390 ,1381321.479 ,1375973.887 ,1370280.154 ,1364222.036 ,1357804.239 ,1351039.936 ,1343927.528 ,1336464.193 ,1328647.412 ,1320480.325 ,1311963.017 ,1303086.435 ,1293838.446 ,1284212.188 ,1274212.436 ,1263848.989 ,1253127.485 ,1242055.278 ,1230643.527 ,1218904.736 ,1206858.368 ,1194532.827 ,1181962.011 ,1169178.241 ,1156202.254 ,1143056.853 ,1129779.287 ,1116411.010 ,1102987.710 ,1089531.249 ,1076058.195 ,1062591.110 ,1049151.222 ,1035755.367 ,1022418.739 ,1009148.280 ,995940.619 ,982786.071 ,969677.354 ,956619.986 ,943618.878 ,930665.022 ,917745.861 ,904854.108 ,891990.283 ,879163.282 ,866385.111 ,853671.994 ,841038.627 ,828491.392 ,816037.134 ,803691.984 ,791474.487 ,779399.747 ,767473.730 ,755700.037 ,744087.565 ,732645.044 ,721377.312 ,710284.137 ,699360.600 ,688598.153 ,677985.778 ,667511.092 ,657160.715 ,646920.474 ,636775.500 ,626710.145 ,616707.978 
"China, Hong Kong SAR",1973.998 ,2063.316 ,2160.102 ,2264.109 ,2374.539 ,2490.103 ,2608.941 ,2728.665 ,2846.522 ,2959.533 ,3065.187 ,3162.031 ,3250.311 ,3332.162 ,3410.959 ,3489.213 ,3568.376 ,3648.033 ,3726.705 ,3802.096 ,3873.112 ,3937.829 ,3998.312 ,4062.042 ,4139.096 ,4236.002 ,4356.575 ,4496.871 ,4646.177 ,4789.320 ,4915.467 ,5020.488 ,5107.909 ,5183.912 ,5258.161 ,5337.622 ,5424.517 ,5516.357 ,5609.691 ,5699.221 ,5781.459 ,5854.088 ,5919.289 ,5983.355 ,6055.086 ,6140.101 ,6241.810 ,6356.470 ,6473.836 ,6579.564 ,6663.654 ,6722.306 ,6759.491 ,6782.571 ,6802.597 ,6827.761 ,6860.376 ,6898.397 ,6940.323 ,6983.272 ,7025.221 ,7065.815 ,7106.399 ,7148.571 ,7194.563 ,7245.701 ,7304.779 ,7356.554 ,7401.144 ,7438.917 ,7470.512 ,7496.864 ,7519.153 ,7538.769 ,7557.208 ,7575.746 ,7595.137 ,7615.312 ,7635.267 ,7653.392 ,7668.513 ,7680.412 ,7689.498 ,7695.874 ,7699.787 ,7701.456 ,7700.853 ,7697.937 ,7692.880 ,7685.905 ,7677.188 ,7666.805 ,7654.785 ,7641.169 ,7625.970 ,7609.210 ,7590.957 ,7571.277 ,7550.099 ,7527.408 ,7503.147 ,7477.354 ,7450.122 ,7421.568 ,7391.850 ,7361.106 ,7329.403 ,7296.786 ,7263.373 ,7229.240 ,7194.502 ,7159.186 ,7123.371 ,7087.073 ,7050.357 ,7013.244 ,6975.791 ,6938.014 ,6899.873 ,6861.288 ,6822.214 ,6782.661 ,6742.693 ,6702.372 ,6661.762 ,6620.963 ,6580.012 ,6538.966 ,6497.879 ,6456.823 ,6415.833 ,6374.971 ,6334.318 ,6294.026 ,6254.284 ,6215.249 ,6176.989 ,6139.528 ,6102.852 ,6066.911 ,6031.680 ,5997.167 ,5963.383 ,5930.376 ,5898.168 ,5866.769 ,5836.179 ,5806.351 ,5777.227 ,5748.719 ,5720.713 
"China, Macao SAR",196.483 ,200.490 ,201.274 ,199.292 ,195.132 ,189.461 ,183.047 ,176.753 ,171.523 ,168.289 ,167.796 ,170.465 ,176.188 ,184.250 ,193.563 ,203.231 ,213.196 ,223.420 ,233.004 ,240.842 ,246.195 ,248.739 ,248.767 ,246.947 ,244.284 ,241.628 ,239.085 ,236.695 ,235.198 ,235.479 ,238.118 ,243.427 ,251.219 ,260.997 ,271.993 ,283.581 ,295.677 ,308.275 ,320.877 ,332.901 ,343.935 ,353.764 ,362.459 ,370.345 ,377.960 ,385.686 ,393.567 ,401.564 ,409.837 ,418.604 ,427.979 ,438.081 ,448.896 ,460.147 ,471.453 ,482.559 ,493.320 ,503.823 ,514.348 ,525.313 ,536.969 ,549.439 ,562.531 ,575.841 ,588.781 ,600.942 ,610.066 ,619.022 ,627.793 ,636.396 ,644.815 ,653.048 ,661.062 ,668.867 ,676.421 ,683.711 ,690.737 ,697.500 ,704.013 ,710.302 ,716.389 ,722.271 ,727.958 ,733.441 ,738.702 ,743.758 ,748.600 ,753.221 ,757.645 ,761.886 ,765.938 ,769.810 ,773.503 ,777.023 ,780.398 ,783.622 ,786.711 ,789.660 ,792.442 ,795.060 ,797.476 ,799.694 ,801.731 ,803.579 ,805.237 ,806.721 ,808.024 ,809.168 ,810.131 ,810.933 ,811.564 ,812.036 ,812.350 ,812.505 ,812.520 ,812.399 ,812.153 ,811.771 ,811.250 ,810.588 ,809.779 ,808.824 ,807.728 ,806.493 ,805.129 ,803.646 ,802.050 ,800.343 ,798.526 ,796.569 ,794.488 ,792.269 ,789.951 ,787.549 ,785.105 ,782.669 ,780.234 ,777.819 ,775.460 ,773.183 ,771.022 ,768.988 ,767.075 ,765.270 ,763.564 ,761.929 ,760.361 ,758.835 ,757.344 ,755.884 ,754.432 
"China, Taiwan Province of China",7623.360 ,7893.060 ,8163.933 ,8440.260 ,8725.467 ,9022.183 ,9331.898 ,9655.237 ,9991.985 ,10341.215 ,10701.713 ,11072.338 ,11452.476 ,11842.140 ,12241.535 ,12649.726 ,13067.806 ,13492.499 ,13913.345 ,14316.714 ,14693.153 ,15037.995 ,15354.587 ,15651.322 ,15940.897 ,16232.672 ,16528.707 ,16826.465 ,17125.169 ,17422.717 ,17717.372 ,18009.439 ,18299.157 ,18584.306 ,18862.027 ,19130.093 ,19387.424 ,19634.014 ,19869.947 ,20095.747 ,20311.698 ,20518.800 ,20716.684 ,20902.884 ,21074.053 ,21228.512 ,21364.130 ,21483.508 ,21595.372 ,21711.573 ,21840.235 ,21985.282 ,22143.337 ,22306.338 ,22462.374 ,22602.886 ,22725.478 ,22833.013 ,22928.526 ,23017.055 ,23102.406 ,23185.010 ,23263.897 ,23339.858 ,23413.652 ,23485.755 ,23530.686 ,23563.311 ,23585.169 ,23597.529 ,23601.368 ,23597.302 ,23585.714 ,23566.664 ,23540.077 ,23505.827 ,23464.023 ,23415.173 ,23360.235 ,23300.440 ,23236.598 ,23169.158 ,23097.754 ,23021.375 ,22938.558 ,22848.199 ,22750.047 ,22644.330 ,22530.972 ,22410.001 ,22281.498 ,22145.421 ,22001.843 ,21851.098 ,21693.680 ,21529.998 ,21360.332 ,21184.838 ,21003.697 ,20817.050 ,20625.087 ,20428.089 ,20226.424 ,20020.549 ,19811.025 ,19598.340 ,19382.808 ,19164.744 ,18944.588 ,18722.784 ,18499.753 ,18275.788 ,18051.124 ,17825.931 ,17600.325 ,17374.449 ,17148.514 ,16922.711 ,16697.068 ,16471.562 ,16246.242 ,16021.254 ,15796.824 ,15573.117 ,15350.336 ,15128.679 ,14908.305 ,14689.426 ,14472.473 ,14257.943 ,14046.232 ,13837.554 ,13632.006 ,13429.690 ,13230.619 ,13034.856 ,12842.541 ,12653.730 ,12468.326 ,12286.110 ,12106.973 ,11930.921 ,11758.072 ,11588.615 ,11422.750 ,11260.654 ,11102.472 ,10948.284 ,10798.138 ,10652.009 ,10509.829 
Dem. People's Republic of Korea,10549.472 ,10248.496 ,10049.029 ,9957.242 ,9972.436 ,10086.991 ,10285.940 ,10547.389 ,10843.979 ,11145.152 ,11424.176 ,11665.595 ,11871.712 ,12065.468 ,12282.419 ,12547.525 ,12864.954 ,13222.694 ,13609.982 ,14010.339 ,14410.400 ,14809.521 ,15207.771 ,15593.351 ,15952.078 ,16274.740 ,16554.746 ,16796.578 ,17015.983 ,17235.666 ,17472.140 ,17731.230 ,18008.564 ,18298.214 ,18590.138 ,18877.238 ,19156.795 ,19431.986 ,19708.323 ,19993.755 ,20293.054 ,20609.150 ,20937.404 ,21265.834 ,21577.982 ,21862.299 ,22113.548 ,22335.638 ,22537.336 ,22731.985 ,22929.075 ,23131.810 ,23336.681 ,23538.540 ,23729.498 ,23904.167 ,24061.097 ,24203.289 ,24335.146 ,24463.021 ,24591.599 ,24722.298 ,24854.034 ,24985.976 ,25116.363 ,25243.917 ,25339.031 ,25422.530 ,25495.375 ,25558.330 ,25612.016 ,25656.800 ,25692.903 ,25720.364 ,25739.119 ,25749.134 ,25750.542 ,25743.792 ,25729.717 ,25709.327 ,25683.391 ,25652.284 ,25615.942 ,25574.132 ,25526.405 ,25472.441 ,25412.197 ,25345.819 ,25273.254 ,25194.494 ,25109.517 ,25018.362 ,24920.977 ,24817.100 ,24706.411 ,24588.678 ,24463.979 ,24332.533 ,24194.501 ,24050.136 ,23899.725 ,23743.473 ,23581.742 ,23415.178 ,23244.603 ,23070.708 ,22893.899 ,22714.456 ,22532.853 ,22349.546 ,22164.926 ,21979.271 ,21792.799 ,21605.765 ,21418.413 ,21230.907 ,21043.386 ,20855.856 ,20668.091 ,20479.737 ,20290.516 ,20100.362 ,19909.287 ,19717.129 ,19523.671 ,19328.794 ,19132.453 ,18934.652 ,18735.401 ,18534.673 ,18332.511 ,18128.952 ,17924.135 ,17718.298 ,17511.728 ,17304.709 ,17097.408 ,16889.953 ,16682.600 ,16475.588 ,16269.152 ,16063.482 ,15858.767 ,15655.115 ,15452.686 ,15251.604 ,15052.037 ,14854.125 ,14658.045 ,14463.975 ,14272.106 
Japan,82802.084 ,84315.601 ,85658.683 ,86869.425 ,87980.318 ,89018.257 ,90004.313 ,90953.954 ,91877.704 ,92782.224 ,93673.615 ,94560.845 ,95458.881 ,96389.953 ,97379.848 ,98447.002 ,99595.128 ,100820.021 ,102120.482 ,103491.930 ,104925.645 ,106425.269 ,107977.039 ,109532.878 ,111030.141 ,112423.055 ,113690.108 ,114839.120 ,115890.284 ,116878.026 ,117827.355 ,118743.180 ,119615.624 ,120438.087 ,121199.799 ,121894.038 ,122519.652 ,123083.205 ,123594.968 ,124068.903 ,124515.561 ,124940.015 ,125341.476 ,125717.524 ,126063.174 ,126375.466 ,126654.021 ,126902.628 ,127127.265 ,127335.858 ,127533.934 ,127723.513 ,127902.617 ,128067.794 ,128213.632 ,128335.767 ,128432.994 ,128505.251 ,128550.508 ,128566.659 ,128551.873 ,128505.399 ,128426.384 ,128312.920 ,128162.873 ,127974.958 ,127621.201 ,127203.196 ,126727.902 ,126201.222 ,125628.030 ,125012.127 ,124356.266 ,123662.304 ,122931.499 ,122165.175 ,121365.577 ,120536.552 ,119683.840 ,118814.234 ,117933.086 ,117043.808 ,116147.330 ,115243.425 ,114330.593 ,113408.039 ,112476.692 ,111538.540 ,110595.106 ,109648.109 ,108698.971 ,107748.314 ,106796.561 ,105844.541 ,104893.064 ,103942.628 ,102993.388 ,102045.050 ,101097.044 ,100148.509 ,99198.520 ,98246.949 ,97293.061 ,96334.624 ,95368.809 ,94393.500 ,93408.255 ,92413.350 ,91408.434 ,90393.322 ,89368.283 ,88333.633 ,87290.508 ,86241.268 ,85188.910 ,84136.185 ,83084.677 ,82035.778 ,80991.831 ,79955.339 ,78928.569 ,77912.609 ,76908.845 ,75920.229 ,74950.050 ,74000.617 ,73073.282 ,72167.510 ,71281.199 ,70411.136 ,69554.720 ,68711.162 ,67880.496 ,67061.835 ,66254.372 ,65457.290 ,64669.916 ,63891.467 ,63120.983 ,62357.435 ,61599.989 ,60848.087 ,60101.412 ,59359.835 ,58623.312 ,57891.827 ,57165.355 ,56443.872 ,55727.309 ,55015.611 ,54308.660 
Mongolia,780.199 ,793.538 ,807.921 ,823.060 ,838.785 ,855.103 ,872.156 ,890.274 ,909.890 ,931.481 ,955.505 ,982.178 ,1011.324 ,1042.383 ,1074.514 ,1107.124 ,1139.961 ,1173.191 ,1207.104 ,1242.214 ,1278.825 ,1317.050 ,1356.670 ,1397.304 ,1438.425 ,1479.651 ,1520.865 ,1562.209 ,1603.906 ,1646.291 ,1689.622 ,1733.475 ,1777.727 ,1823.216 ,1871.090 ,1921.881 ,1976.309 ,2033.343 ,2089.714 ,2141.008 ,2184.145 ,2217.918 ,2243.502 ,2263.200 ,2280.496 ,2298.039 ,2316.567 ,2335.695 ,2355.590 ,2376.162 ,2397.436 ,2419.776 ,2443.659 ,2469.286 ,2496.832 ,2526.446 ,2558.012 ,2591.670 ,2628.131 ,2668.289 ,2712.650 ,2761.516 ,2814.226 ,2869.107 ,2923.896 ,2976.877 ,3022.488 ,3065.124 ,3105.046 ,3142.463 ,3177.567 ,3210.458 ,3241.230 ,3269.935 ,3296.593 ,3321.245 ,3343.972 ,3364.931 ,3384.388 ,3402.653 ,3419.983 ,3436.506 ,3452.285 ,3467.365 ,3481.761 ,3495.508 ,3508.648 ,3521.236 ,3533.293 ,3544.827 ,3555.840 ,3566.339 ,3576.283 ,3585.671 ,3594.460 ,3602.605 ,3610.093 ,3616.853 ,3622.745 ,3627.586 ,3631.230 ,3633.633 ,3634.781 ,3634.600 ,3633.035 ,3630.047 ,3625.621 ,3619.804 ,3612.682 ,3604.368 ,3595.011 ,3584.651 ,3573.333 ,3561.196 ,3548.357 ,3534.952 ,3521.052 ,3506.714 ,3491.990 ,3476.961 ,3461.681 ,3446.179 ,3430.508 ,3414.681 ,3398.741 ,3382.687 ,3366.542 ,3350.288 ,3333.915 ,3317.402 ,3300.701 ,3283.799 ,3266.691 ,3249.312 ,3231.598 ,3213.503 ,3195.010 ,3176.084 ,3156.699 ,3136.816 ,3116.407 ,3095.447 ,3073.948 ,3051.897 ,3029.324 ,3006.236 ,2982.641 ,2958.550 ,2933.991 ,2908.981 ,2883.520 
Republic of Korea,19211.385 ,19459.429 ,19829.390 ,20307.897 ,20880.428 ,21531.331 ,22243.633 ,22999.243 ,23779.372 ,24565.349 ,25340.918 ,26094.750 ,26822.585 ,27528.214 ,28220.780 ,28907.071 ,29584.631 ,30249.456 ,30905.365 ,31557.578 ,32209.314 ,32863.704 ,33518.385 ,34164.544 ,34789.935 ,35386.507 ,35948.932 ,36481.585 ,36997.800 ,37516.487 ,38050.424 ,38606.821 ,39179.545 ,39752.024 ,40300.401 ,40808.569 ,41269.319 ,41690.833 ,42091.026 ,42495.728 ,42923.131 ,43378.101 ,43853.448 ,44340.558 ,44825.885 ,45298.611 ,45757.361 ,46202.604 ,46627.442 ,47023.880 ,47386.312 ,47712.788 ,48004.786 ,48265.026 ,48498.083 ,48708.497 ,48895.845 ,49062.429 ,49218.985 ,49379.208 ,49552.855 ,49744.659 ,49952.244 ,50169.242 ,50385.560 ,50593.662 ,50732.529 ,50848.656 ,50944.213 ,51020.974 ,51080.344 ,51123.349 ,51150.619 ,51162.470 ,51158.953 ,51140.055 ,51105.969 ,51057.272 ,50994.986 ,50920.380 ,50834.234 ,50737.134 ,50628.508 ,50506.592 ,50368.847 ,50213.445 ,50039.781 ,49848.334 ,49639.609 ,49414.558 ,49173.898 ,48917.776 ,48646.044 ,48358.819 ,48056.246 ,47738.453 ,47405.924 ,47058.953 ,46697.431 ,46321.100 ,45930.002 ,45524.626 ,45105.907 ,44674.967 ,44233.199 ,43781.946 ,43322.021 ,42854.440 ,42381.046 ,41903.959 ,41424.954 ,40945.158 ,40465.219 ,39985.849 ,39507.530 ,39030.762 ,38556.176 ,38084.348 ,37615.539 ,37149.871 ,36687.489 ,36228.602 ,35773.478 ,35322.363 ,34875.489 ,34433.009 ,33995.166 ,33561.907 ,33132.742 ,32706.961 ,32284.077 ,31863.914 ,31446.727 ,31033.027 ,30623.549 ,30218.829 ,29819.249 ,29424.703 ,29034.776 ,28648.759 ,28266.280 ,27887.465 ,27512.861 ,27143.283 ,26779.673 ,26422.881 ,26073.671 ,25732.620 ,25400.181 ,25076.614 ,24762.069 
South-Central Asia,510788.123 ,519193.396 ,528135.157 ,537602.320 ,547586.380 ,558080.970 ,569082.268 ,580588.811 ,592601.079 ,605120.681 ,618148.451 ,631682.127 ,645714.344 ,660231.897 ,675218.103 ,690659.688 ,706562.594 ,722927.998 ,739733.869 ,756952.271 ,774570.069 ,792575.680 ,810994.858 ,829898.266 ,849381.155 ,869513.942 ,890308.666 ,911750.078 ,933844.876 ,956592.873 ,979983.522 ,1004001.690 ,1028615.567 ,1053772.099 ,1079404.172 ,1105444.993 ,1131872.757 ,1158639.548 ,1185620.728 ,1212664.786 ,1239658.954 ,1266534.631 ,1293295.846 ,1319994.593 ,1346722.711 ,1373543.322 ,1400447.106 ,1427390.720 ,1454362.517 ,1481345.439 ,1508317.036 ,1535283.080 ,1562217.455 ,1589027.258 ,1615592.747 ,1641830.209 ,1667689.930 ,1693195.935 ,1718429.376 ,1743512.483 ,1768530.742 ,1793502.411 ,1818387.627 ,1843142.952 ,1867702.391 ,1892013.476 ,1913530.205 ,1933991.434 ,1953512.930 ,1972180.576 ,1990050.422 ,2007146.996 ,2023465.098 ,2038974.402 ,2053627.569 ,2067384.645 ,2080238.612 ,2092238.036 ,2103496.826 ,2114166.720 ,2124356.711 ,2134108.202 ,2143392.588 ,2152160.839 ,2160331.640 ,2167841.226 ,2174677.427 ,2180847.532 ,2186327.665 ,2191092.950 ,2195122.127 ,2198403.708 ,2200928.036 ,2202680.013 ,2203644.798 ,2203813.079 ,2203180.690 ,2201752.135 ,2199539.411 ,2196560.560 ,2192832.807 ,2188365.389 ,2183168.724 ,2177264.593 ,2170678.336 ,2163432.962 ,2155543.529 ,2147023.309 ,2137891.391 ,2128167.458 ,2117868.854 ,2107012.571 ,2095610.277 ,2083667.572 ,2071186.461 ,2058172.059 ,2044636.453 ,2030595.458 ,2016062.995 ,2001053.846 ,1985583.334 ,1969667.759 ,1953322.992 ,1936564.056 ,1919405.879 ,1901865.330 ,1883960.502 ,1865712.937 ,1847147.887 ,1828293.036 ,1809174.946 ,1789814.835 ,1770234.097 ,1750459.972 ,1730521.030 ,1710443.517 ,1690251.309 ,1669963.536 ,1649595.599 ,1629160.190 ,1608671.974 ,1588149.387 ,1567613.761 ,1547088.289 ,1526596.313 ,1506160.038 ,1485799.879 ,1465534.340 ,1445379.809 ,1425350.712 ,1405459.479 
Central Asia,17449.546 ,17889.859 ,18412.254 ,19003.769 ,19653.482 ,20352.402 ,21093.667 ,21872.356 ,22685.293 ,23530.501 ,24405.882 ,25307.615 ,26228.976 ,27159.660 ,28087.403 ,29002.753 ,29901.586 ,30783.226 ,31646.044 ,32489.830 ,33315.140 ,34120.850 ,34908.186 ,35683.434 ,36455.078 ,37230.082 ,38010.462 ,38797.068 ,39594.368 ,40407.183 ,41238.835 ,42087.146 ,42950.622 ,43833.364 ,44740.499 ,45672.650 ,46633.391 ,47612.855 ,48581.730 ,49501.228 ,50343.305 ,51100.938 ,51781.574 ,52390.433 ,52938.381 ,53436.859 ,53885.824 ,54292.276 ,54684.250 ,55097.490 ,55559.337 ,56082.293 ,56665.898 ,57307.871 ,58000.410 ,58737.838 ,59518.516 ,60345.972 ,61224.785 ,62161.019 ,63156.447 ,64212.215 ,65319.007 ,66454.885 ,67590.949 ,68705.005 ,69692.546 ,70617.275 ,71486.513 ,72306.077 ,73080.330 ,73812.018 ,74502.475 ,75151.744 ,75759.041 ,76323.937 ,76847.641 ,77334.150 ,77790.679 ,78226.326 ,78648.102 ,79058.924 ,79458.820 ,79847.990 ,80225.398 ,80590.181 ,80942.660 ,81283.013 ,81609.522 ,81919.800 ,82211.630 ,82484.227 ,82736.583 ,82966.057 ,83169.530 ,83344.531 ,83489.953 ,83605.392 ,83690.204 ,83744.036 ,83766.703 ,83758.030 ,83718.299 ,83648.505 ,83550.103 ,83424.513 ,83272.387 ,83094.480 ,82892.514 ,82668.408 ,82423.831 ,82159.825 ,81877.113 ,81576.832 ,81259.957 ,80927.424 ,80580.101 ,80218.506 ,79842.725 ,79452.529 ,79047.876 ,78629.161 ,78196.972 ,77751.685 ,77293.703 ,76823.450 ,76341.284 ,75847.626 ,75343.002 ,74827.985 ,74303.091 ,73768.729 ,73225.227 ,72673.032 ,72112.585 ,71544.285 ,70968.480 ,70385.411 ,69795.182 ,69197.740 ,68593.154 ,67981.605 ,67363.306 ,66738.567 ,66107.666 ,65470.855 ,64828.366 ,64180.257 ,63526.633 ,62867.475 ,62202.709 
